city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
iq,2000,26,2000-07-01,0.19288570000000002,0.13225710000000002,0.3408857,0.2472,296.74,298.45,295.184285714,307.3,43.19,92.4185714286,25.41,8.92857142857,26.4,10.775,32.5,20.7,3.0
iq,2000,27,2000-07-08,0.2168333,0.2761,0.28945709999999997,0.24165709999999999,296.63428571400004,298.428571429,295.358571429,306.6,46.0,93.5814285714,60.61,10.314285714299999,26.9,11.566666666700002,34.0,20.8,55.6
iq,2000,28,2000-07-15,0.1767571,0.1731286,0.20411429999999997,0.1280143,296.41571428599997,297.392857143,295.622857143,304.5,64.77,95.84857142860001,55.52,7.385714285710001,26.8,11.4666666667,33.0,20.7,38.1
iq,2000,29,2000-07-22,0.2277286,0.14542860000000002,0.2542,0.20031429999999997,295.357142857,296.228571429,292.797142857,303.6,23.96,87.2342857143,5.6,9.114285714289998,25.7666666667,10.5333333333,31.5,14.7,30.0
iq,2000,30,2000-07-29,0.3286429,0.3221286,0.25437139999999997,0.3610429,296.432857143,297.635714286,293.957142857,307.0,31.8,88.1614285714,62.76,9.5,26.6,11.48,33.3,19.1,4.0
iq,2000,31,2000-08-05,0.2055286,0.1907571,0.2316714,0.2553143,297.19142857099996,298.285714286,291.72571428599997,306.2,1.0,74.72857142859999,16.24,13.771428571400001,25.34,10.94,32.0,17.0,11.5
iq,2000,32,2000-08-12,0.3124857,0.3299857,0.38058569999999997,0.38727140000000004,297.32,298.978571429,293.821428571,308.8,26.68,83.27571428569999,89.37,11.4714285714,27.0166666667,11.65,34.0,19.9,72.9
iq,2000,33,2000-08-19,0.3841333,0.39224000000000003,0.34178000000000003,0.38275,297.627142857,299.335714286,293.992857143,307.9,16.9,82.49,42.08,13.7,26.5833333333,10.3166666667,33.0,20.5,50.1
iq,2000,34,2000-08-26,0.4081571,0.3221571,0.40671430000000003,0.3027143,298.238571429,299.571428571,292.904285714,310.1,5.59,74.74,49.22,13.771428571400001,26.9,13.4,34.0,19.0,89.2
iq,2000,35,2000-09-02,0.33204290000000003,0.3210571,0.3146143,0.32425709999999996,299.218571429,300.928571429,293.472857143,310.5,16.07,74.1514285714,53.65,12.457142857100001,27.116666666700002,12.2666666667,34.0,20.0,78.0
iq,2000,36,2000-09-09,0.2955857,0.2956833,0.3122143,0.26592859999999996,300.802857143,301.935714286,290.635714286,312.8,2.5,57.7871428571,23.12,14.9,28.366666666700002,12.9,35.8,21.7,56.9
iq,2000,37,2000-09-16,0.2846571,0.3097571,0.3878833,0.3281571,299.858571429,301.37142857099997,293.64,310.7,4.1,71.66,34.62,13.857142857100001,27.425,12.775,34.5,20.5,18.9
iq,2000,38,2000-09-23,0.3488143,0.2957167,0.4048429,0.2425714,297.435714286,298.51428571400004,292.707142857,310.2,3.2,77.4871428571,97.55,11.3142857143,27.5333333333,12.566666666700002,36.0,20.5,104.2
iq,2000,39,2000-09-30,0.17568570000000003,0.09948333,0.2257143,0.18278570000000002,299.35571428599997,300.885714286,293.217142857,310.8,2.6,71.4628571429,95.89,14.9428571429,27.15,12.175,34.0,20.5,57.9
iq,2000,40,2000-10-07,0.33754,0.2769429,0.2775,0.25505,298.372857143,300.5,294.664285714,309.8,16.6,82.3714285714,46.22,11.9714285714,26.7,11.675,34.0,20.0,63.0
iq,2000,41,2000-10-14,0.22353330000000002,0.1339143,0.3498,0.1009167,298.474285714,300.285714286,294.592857143,309.2,21.9,81.5228571429,31.1,13.485714285699999,27.657142857100002,11.3,34.0,21.0,3.0
iq,2000,42,2000-10-21,0.2748,0.1870571,0.3739429,0.27947140000000004,299.211428571,301.15,294.007142857,311.8,9.9,75.54,25.21,14.9285714286,27.775,12.275,36.0,21.0,45.2
iq,2000,43,2000-10-28,0.3673,0.30555,0.45538,0.3258,299.541428571,301.1,294.708571429,310.2,23.3,76.94142857140001,49.25,13.457142857100001,28.0,12.4666666667,34.6,20.0,57.9
iq,2000,44,2000-11-04,0.2951,0.21151999999999999,0.3044,0.2796167,299.44,300.821428571,295.27428571400003,312.2,20.2,79.4285714286,67.64,13.328571428599998,27.6,12.333333333299999,35.5,21.1,7.1
iq,2000,45,2000-11-11,0.2713667,0.15156670000000003,0.34725,0.23186669999999998,300.74857142900004,301.80714285700003,295.28,310.4,19.2,74.8028571429,51.83,12.871428571400001,28.175,12.25,35.2,21.5,13.5
iq,2000,46,2000-11-18,0.09993333,0.03586,0.1954857,0.06418333,301.637142857,302.614285714,294.232857143,311.8,3.6,67.1857142857,39.25,13.371428571400001,29.025,13.1,36.4,21.7,0.0
iq,2000,47,2000-11-25,0.16998329999999998,0.2893,0.3009833,0.1709167,300.872857143,301.914285714,293.06,311.1,11.2,66.0428571429,55.91,13.142857142899999,27.7,11.35,36.5,21.5,39.32635983263598
iq,2000,48,2000-12-02,0.2519714,0.2538,0.3235143,0.3191,299.23,301.26428571400004,294.717142857,310.0,14.5,78.88571428569999,20.65,12.014285714300001,27.05,11.575,34.2,21.0,19.0
iq,2000,49,2000-12-09,0.1658333,0.18241429999999997,0.2545667,0.18625,300.242857143,301.028571429,293.305714286,312.2,1.7,68.5571428571,24.53,15.457142857100001,28.0,12.0,34.0,22.0,0.8
iq,2000,50,2000-12-16,0.3387857,0.31682859999999996,0.3503429,0.2977,298.757142857,300.342857143,294.52,311.4,48.76,80.4085714286,111.06,11.9714285714,26.616666666700002,9.65,33.8,21.0,67.2
iq,2000,51,2000-12-23,0.2650143,0.16905710000000002,0.23486669999999998,0.3022429,300.411428571,302.0,291.092857143,311.2,5.7,60.641428571400006,3.9,13.0,28.2,12.2833333333,35.0,21.0,0.0
iq,2001,1,2001-01-01,0.2547143,0.2285286,0.2505857,0.287,297.958571429,298.98571428599996,296.99,305.5,64.6,94.9557142857,59.11,6.94285714286,27.3333333333,11.0,33.3,21.8,38.9
iq,2001,2,2001-01-08,0.3021333,0.20351670000000002,0.2674333,0.27399999999999997,298.044285714,299.414285714,294.345714286,309.8,22.98,82.3471428571,69.85,11.0857142857,27.0,11.225,33.2,20.7,59.9
iq,2001,3,2001-01-15,0.17475710000000003,0.1033167,0.2582429,0.1767286,298.36857142900004,300.23571428599996,295.06142857099996,308.7,24.92,84.1757142857,149.71,11.014285714300001,27.05,10.9,33.0,20.5,52.0
iq,2001,4,2001-01-22,0.2376,0.1912667,0.12585710000000003,0.2314429,295.722857143,296.671428571,294.594285714,301.8,88.03,94.05714285709999,50.02,5.62857142857,25.7166666667,9.433333333330001,31.2,20.0,166.9
iq,2001,5,2001-01-29,0.3415,0.2606667,0.3293857,0.36907140000000005,295.297142857,296.1,294.411428571,302.2,80.95,95.40714285709998,87.18,5.1428571428600005,26.4333333333,9.666666666669999,33.0,20.0,147.8
iq,2001,6,2001-02-05,0.2335857,0.161,0.1966143,0.2267,295.511428571,296.12857142900003,293.408571429,303.6,16.4,89.08,31.93,6.17142857143,27.35,10.025,34.2,21.7,3.3
iq,2001,7,2001-02-12,0.15541429999999998,0.13501670000000002,0.1485286,0.1571,295.37,296.492857143,294.43857142900004,304.4,37.96,94.8842857143,66.84,6.04285714286,26.3,8.95,33.0,21.0,83.1
iq,2001,8,2001-02-19,0.1353714,0.0823,0.12975710000000001,0.18404289999999998,296.07,296.978571429,294.73,304.4,34.18,92.84285714290002,16.17,7.585714285710001,26.9333333333,10.0,33.2,21.0,38.1
iq,2001,9,2001-02-26,0.30764,0.2282167,0.2245,0.2912833,297.038571429,298.30714285700003,295.767142857,305.1,26.96,93.3142857143,47.14,7.385714285710001,26.56,9.48,33.2,20.5,21.1
iq,2001,10,2001-03-05,0.18204289999999998,0.289,0.20687139999999998,0.2063286,297.61857142900004,298.69285714299997,296.46,305.8,83.89,94.09285714290002,118.07,6.58571428571,27.2,10.15,33.3,20.0,87.1
iq,2001,11,2001-03-12,0.20538330000000002,0.1769,0.2063571,0.2041286,296.79,298.12857142900003,295.544285714,309.3,195.2,94.0942857143,74.34,8.28571428571,27.05,12.1,34.2,20.0,39.9
iq,2001,12,2001-03-19,0.18834289999999998,0.1950333,0.1635429,0.28414290000000003,298.701428571,299.75,295.157142857,309.7,32.6,82.80142857140001,90.35,10.6142857143,27.4333333333,11.433333333299998,34.1,20.0,70.8
iq,2001,13,2001-03-26,0.16238,0.15081670000000003,0.09465714,0.13225710000000002,296.852857143,297.6,296.078571429,303.2,304.52,95.9242857143,94.06,6.2,27.05,10.95,34.2,20.0,80.0
iq,2001,14,2001-04-02,0.2678143,0.3126429,0.2615,0.2584,296.305714286,297.828571429,295.695714286,305.5,91.43,96.7371428571,86.46,6.65714285714,27.16,10.98,35.0,20.5,46.2
iq,2001,15,2001-04-09,0.3827571,0.37097140000000006,0.3438857,0.37627140000000003,297.17571428599996,298.3,296.13,305.5,110.1,94.6028571429,80.82,6.77142857143,26.46,11.66,34.0,19.5,120.1
iq,2001,16,2001-04-16,0.3125429,0.28221430000000003,0.2621286,0.4074857,297.062857143,298.15,295.98571428599996,305.1,120.32,94.6157142857,77.73,7.5,27.34,11.04,33.5,20.4,45.3
iq,2001,17,2001-04-23,0.2456143,0.2148429,0.27337140000000004,0.2288,297.961428571,299.207142857,295.428571429,307.8,78.3,88.14857142860001,78.01,10.2428571429,27.633333333299998,10.933333333299998,34.3,21.0,14.9
iq,2001,18,2001-04-30,0.2540143,0.179,0.31282859999999996,0.2625571,297.285714286,298.65,295.74,305.6,103.87,92.19285714290001,94.77,7.414285714289999,27.625,11.325,35.2,20.5,51.0
iq,2001,19,2001-05-07,0.2664571,0.1886,0.1962,0.22732860000000002,297.135714286,298.2,296.332857143,305.1,85.9,95.82,45.56,7.085714285710001,26.6,8.8,32.7,21.4,66.0
iq,2001,20,2001-05-14,0.3153429,0.31965,0.2627,0.30348569999999997,297.297142857,298.30714285700003,296.99,305.6,80.3,98.34142857139999,74.08,5.6428571428600005,27.18578337208988,8.059328008627128,32.5,22.10214979195562,0.0
iq,2001,21,2001-05-21,0.2985857,0.37966669999999997,0.1842429,0.26852859999999995,296.922857143,297.957142857,295.827142857,305.6,53.1,94.71,70.81,8.54285714286,27.4333333333,11.933333333299998,34.2,20.5,64.1
iq,2001,22,2001-05-28,0.2999429,0.3029429,0.3187143,0.38744290000000003,296.845714286,298.0,295.18,304.8,20.3,91.4657142857,90.07,8.8,27.25,12.65,34.8,20.5,32.0
iq,2001,23,2001-06-04,0.36356669999999996,0.18191429999999997,0.2539714,0.2467286,296.69142857099996,297.892857143,294.46,307.6,30.63,89.4871428571,126.46,9.72857142857,26.866666666700002,10.733333333300001,34.0,19.8,17.0
iq,2001,24,2001-06-11,0.3170833,0.2989667,0.2198714,0.2173429,295.482857143,296.435714286,294.341428571,302.6,95.06,94.0171428571,47.13,7.27142857143,26.88,10.68,33.4,20.0,37.1
iq,2001,25,2001-06-18,0.1041,0.10824289999999999,0.05965714,0.11375710000000001,296.0,297.321428571,293.647142857,305.2,13.45,88.1714285714,53.93,9.41428571429,26.4,10.05,33.2,20.5,9.9
iq,2001,26,2001-06-25,0.1923,0.2752857,0.3164571,0.3254143,294.845714286,296.0,290.57285714299996,306.1,1.82,79.3228571429,1.22,12.3428571429,27.18578337208988,8.059328008627128,32.3,17.1,31.0
iq,2001,27,2001-07-02,0.22908330000000002,0.1932667,0.2704571,0.2421857,295.79571428599996,297.05,292.75285714299997,305.0,23.6,84.8571428571,52.1,8.55714285714,26.5,11.3666666667,33.2,20.0,70.1
iq,2001,28,2001-07-09,0.3597167,0.3110571,0.2649857,0.43884290000000004,295.80857142900004,297.021428571,293.43857142900004,307.2,16.7,88.3228571429,39.09,9.7,27.35,10.95,33.5,19.5,22.3
iq,2001,29,2001-07-16,0.3195,0.2050857,0.1947429,0.3616333,297.555714286,298.928571429,294.11571428599996,307.9,18.0,84.2457142857,52.05,11.4285714286,26.7666666667,10.0666666667,32.8,21.0,36.8
iq,2001,30,2001-07-23,0.2911571,0.2526333,0.2182,0.3259857,296.815714286,298.221428571,294.991428571,306.0,38.29,90.8142857143,54.52,10.2714285714,27.366666666700002,11.4,34.0,21.2,25.2
iq,2001,31,2001-07-30,0.23711669999999999,0.1956167,0.1883143,0.1339,297.291428571,299.178571429,293.452857143,308.1,9.71,82.2257142857,27.97,12.871428571400001,26.52,10.88,34.0,18.4,10.9
iq,2001,32,2001-08-06,0.20075710000000002,0.2377286,0.2236429,0.2043571,298.537142857,300.135714286,291.387142857,308.7,0.2,66.66428571430001,0.0,14.642857142899999,27.1,12.175,33.5,17.8,39.32635983263598
iq,2001,33,2001-08-13,0.2821714,0.2735571,0.2658571,0.3664571,298.395714286,299.785714286,292.02428571400003,309.7,0.0,69.4757142857,5.14,13.3142857143,27.125,12.25,33.4,20.0,18.0
iq,2001,34,2001-08-20,0.2407571,0.1931143,0.2063429,0.2469143,298.44,299.814285714,294.017142857,308.8,30.1,78.3885714286,9.97,12.2,27.6,11.68,34.2,20.0,47.9
iq,2001,35,2001-08-27,0.2280714,0.19998570000000002,0.23314290000000001,0.2646429,298.75142857099996,300.51428571400004,293.72571428599997,311.2,16.9,76.9557142857,47.58,12.8,27.2,12.4666666667,35.2,20.0,31.0
iq,2001,36,2001-09-03,0.30695,0.2410286,0.1908714,0.3389429,298.69142857099996,300.521428571,294.905714286,311.2,39.8,81.9871428571,44.45,13.4428571429,27.375,12.15,34.3,20.8,35.1
iq,2001,37,2001-09-10,0.3084571,0.2503143,0.2983,0.4290714,298.66571428599997,300.12142857099997,294.122857143,311.5,19.6,78.9571428571,36.2,13.7857142857,27.375,11.525,35.2,20.1,41.9
iq,2001,38,2001-09-17,0.3533143,0.34397140000000004,0.35867140000000003,0.3530429,297.962857143,299.421428571,294.597142857,309.0,65.54,84.0328571429,66.4,10.9285714286,27.525,12.75,35.0,20.2,69.0
iq,2001,39,2001-09-24,0.33467140000000006,0.3886143,0.2854,0.31977140000000004,298.707142857,300.907142857,294.29571428599996,310.4,21.9,79.3657142857,26.48,14.042857142899999,27.25,11.925,33.4,20.3,13.2
iq,2001,40,2001-10-01,0.3343857,0.2712857,0.2416857,0.4444,299.547142857,300.707142857,294.768571429,311.0,32.6,78.33,63.42,14.128571428599999,28.3,13.34,35.5,20.4,14.2
iq,2001,41,2001-10-08,0.4202857,0.3819571,0.4438,0.5460166999999999,299.158571429,300.285714286,293.812857143,312.3,12.3,74.4185714286,58.75,11.3428571429,28.525,12.475,36.8,21.8,30.9
iq,2001,42,2001-10-15,0.3102,0.29712859999999996,0.3454857,0.3820571,300.30857142900004,302.2,294.214285714,312.9,49.2,72.1628571429,77.89,12.885714285699999,27.633333333299998,12.5333333333,36.7,20.0,159.0
iq,2001,43,2001-10-22,0.1244833,0.2392667,0.1845,0.2055714,298.58428571400003,300.071428571,296.607142857,310.6,114.36,90.2657142857,77.15,9.85714285714,28.0666666667,11.9666666667,35.0,21.0,89.1
iq,2001,44,2001-10-29,0.2108857,0.2075667,0.2066143,0.23199999999999998,298.341428571,299.507142857,295.305714286,308.8,46.46,85.5728571429,83.53,11.271428571400001,27.64,10.38,35.8,21.5,76.0
iq,2001,45,2001-11-05,0.3581429,0.2793429,0.30597140000000006,0.3714,298.51428571400004,299.75,296.195714286,309.7,164.74,89.0042857143,34.54,10.1,27.525,11.025,34.4,21.3,35.1
iq,2001,46,2001-11-12,0.2773286,0.2303,0.2773,0.29697140000000005,298.847142857,300.578571429,296.198571429,310.5,181.2,87.48142857139999,61.82,9.7,28.44,10.18,34.5,21.0,43.9
iq,2001,47,2001-11-19,0.3297,0.3304167,0.3406429,0.4415714,299.12,300.48571428599996,296.75285714299997,309.5,56.3,88.83714285709999,65.89,9.22857142857,27.575,11.575,33.7,20.8,31.0
iq,2001,48,2001-11-26,0.3015,0.3613,0.30557140000000005,0.3699167,298.555714286,299.635714286,295.81142857099996,310.0,31.5,87.3771428571,47.46,8.014285714289999,28.2333333333,11.666666666700001,35.3,21.8,12.2
iq,2001,49,2001-12-03,0.3250571,0.2264714,0.2992571,0.35047140000000004,298.754285714,300.221428571,295.981428571,308.5,158.5,87.24,46.86,8.87142857143,28.425,11.65,35.5,21.2,23.1
iq,2001,50,2001-12-10,0.3260333,0.2355333,0.31557140000000006,0.3066429,298.245714286,299.592857143,297.5,305.8,72.94,96.1185714286,138.22,7.785714285710001,27.84,10.96,35.0,21.0,75.0
iq,2001,51,2001-12-17,0.2229429,0.2240714,0.2128143,0.1841286,298.564285714,299.678571429,297.211428571,309.3,85.9,93.94714285709999,43.95,7.385714285710001,27.075,9.5,32.9,21.0,57.9
iq,2001,52,2001-12-24,0.29818890000000003,0.3380778,0.2887889,0.3417,298.238571429,299.35,297.511428571,306.7,109.64,96.3557142857,100.72,6.5,27.35,8.65,33.3,22.0,25.1
iq,2002,1,2002-01-01,0.40572859999999994,0.3484,0.3686429,0.3800143,297.13285714299997,297.87142857099997,296.06,304.5,109.8,94.5885714286,70.16,5.94285714286,27.95,9.45,33.2,23.0,45.3
iq,2002,2,2002-01-08,0.3275833,0.3759167,0.41026670000000004,0.3833333,300.012857143,301.271428571,294.912857143,309.8,5.5,76.6028571429,64.79,11.4,28.9666666667,11.933333333299998,35.4,21.0,7.1
iq,2002,3,2002-01-15,0.24108569999999999,0.14565,0.27802859999999996,0.19764289999999998,299.877142857,300.907142857,294.60571428599997,309.4,4.7,75.2042857143,22.77,12.128571428599999,28.8,12.7666666667,36.0,22.0,5.0
iq,2002,4,2002-01-22,0.1041286,0.1483286,0.1121857,0.1419143,298.91571428599997,299.87857142900003,295.11,308.7,19.91,81.5271428571,121.07,10.214285714299999,27.94,11.8,35.8,21.0,18.0
iq,2002,5,2002-01-29,0.1422935374167987,0.13055257610470083,0.20378318902580195,0.20230549071129708,296.858571429,297.9,296.137142857,304.2,43.12,96.2671428571,59.4,5.22857142857,26.3,9.7,32.5,20.8,120.2
iq,2002,6,2002-02-05,0.18491670000000002,0.1733286,0.16874289999999997,0.1844286,295.912857143,296.69285714299997,295.231428571,304.2,69.96,96.6414285714,4.68,5.18571428571,26.625,9.725,34.0,20.8,70.4
iq,2002,7,2002-02-12,0.29197140000000005,0.2241429,0.3051,0.37327140000000003,297.847142857,299.292857143,296.544285714,304.7,33.3,93.4385714286,104.37,7.7,27.85,10.725,33.6,20.8,62.8
iq,2002,8,2002-02-19,0.1288,0.12243330000000001,0.09594286,0.1251714,297.695714286,299.021428571,296.122857143,305.5,49.43,92.05,37.46,7.72857142857,27.02,9.78,33.5,21.0,14.0
iq,2002,9,2002-02-26,0.1162,0.17874289999999998,0.08991429,0.2104143,297.062857143,298.19285714299997,296.51428571400004,305.0,201.2,97.15714285709998,80.14,5.81428571429,26.7,9.6,32.2,20.5,47.6
iq,2002,10,2002-03-05,0.3183667,0.2556,0.266,0.2973833,298.54,299.957142857,296.698571429,308.8,160.1,91.2214285714,92.84,8.97142857143,27.85,13.2,35.7,21.0,48.3
iq,2002,11,2002-03-12,0.2483857,0.1795,0.2698143,0.29923330000000004,298.358571429,300.15,296.238571429,309.2,46.9,89.7785714286,41.96,9.41428571429,26.95,10.45,34.5,21.6,9.1
iq,2002,12,2002-03-19,0.2265857,0.2483333,0.2302,0.2435143,297.951428571,299.242857143,296.81,305.8,92.4,94.16571428569999,61.18,7.37142857143,26.95,11.775,33.3,20.6,76.8
iq,2002,13,2002-03-26,0.2127857,0.27455,0.1987,0.2284571,296.407142857,297.214285714,296.108571429,303.6,127.9,98.4571428571,110.42,4.4,26.1,10.3,32.3,20.7,49.0
iq,2002,14,2002-04-02,0.19708,0.29622859999999995,0.1805,0.2763286,297.174285714,298.064285714,296.741428571,303.9,122.3,97.77571428569999,94.01,6.18571428571,27.3,10.4,32.5,20.2,20.1
iq,2002,15,2002-04-09,0.2698286,0.19681429999999997,0.2025857,0.2662857,296.862857143,297.7,296.351428571,303.3,187.8,97.2442857143,75.98,5.1428571428600005,26.3,9.4,31.4,20.8,13.0
iq,2002,16,2002-04-16,0.26935,0.2121571,0.1889286,0.19494289999999997,297.76428571400004,298.921428571,296.31,305.0,49.8,92.6157142857,109.49,6.72857142857,27.2,13.0,34.6,20.3,39.32635983263598
iq,2002,17,2002-04-23,0.2678429,0.2614143,0.2485,0.26692859999999996,297.58428571400003,298.814285714,296.63142857099996,305.2,96.1,95.2514285714,45.59,7.314285714289999,27.2666666667,10.7,33.3,21.7,53.9
iq,2002,18,2002-04-30,0.1703571,0.1418286,0.1977286,0.2570714,297.408571429,298.55,296.222857143,303.8,52.6,93.8457142857,60.05,7.5,27.18578337208988,8.059328008627128,33.5,21.2,1.0
iq,2002,19,2002-05-07,0.2272571,0.17824289999999998,0.1773857,0.2101143,297.35571428599997,298.435714286,296.444285714,304.4,66.85,95.22,101.3,8.04285714286,27.5,11.525,34.0,21.3,25.4
iq,2002,20,2002-05-14,0.1338,0.1096333,0.2196143,0.1417,296.784285714,297.585714286,296.221428571,303.7,93.4,97.24285714290001,46.79,5.08571428571,26.866666666700002,9.7,32.3,20.8,543.3
iq,2002,21,2002-05-21,0.1921143,0.1776429,0.23085709999999998,0.2222,297.05,298.62142857099997,296.02428571400003,306.2,32.3,94.80428571430001,51.25,8.5,27.7,12.15,33.8,20.8,9.1
iq,2002,22,2002-05-28,0.1764571,0.17491429999999997,0.18815710000000002,0.2386286,297.55714285700003,298.714285714,296.271428571,305.9,58.02,93.78857142860001,41.54,7.65714285714,26.325,9.775,32.3,20.8,146.7
iq,2002,23,2002-06-04,0.3204714,0.2780857,0.2377286,0.3431857,296.267142857,297.085714286,295.23571428599996,305.3,19.12,94.3457142857,72.76,8.74285714286,27.3,11.6333333333,34.3,20.7,28.0
iq,2002,24,2002-06-11,0.3862667,0.2591333,0.3284143,0.39162859999999994,297.257142857,298.971428571,296.107142857,305.8,39.48,94.1442857143,69.62,8.97142857143,27.8,11.5,34.0,20.7,1.0
